ID,PRE_POST2010,Arrest_Year,ARREST_DATE,PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,ARREST_PRECINCT,AGE_GROUP,PERP_SEX,PERP_RACE,Lat,Long,Lon_Lat
1,PRE,2006,1-Jan-06,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 120150H,M,S,120,18-24,M,WHITE,40.64173826,-74.07567804,POINT (-74.07567803700002 40.641738260000075)
2,PRE,2006,6-Jan-06,205,"TRESPASS 2, CRIMINAL",352,CRIMINAL TRESPASS,PL 140100H,M,S,120,25-44,M,BLACK,40.62314011,-74.08284714,POINT (-74.08284714199993 40.623140111000055)
3,PRE,2006,7-Jan-06,205,"TRESPASS 2, CRIMINAL",352,CRIMINAL TRESPASS,PL 140100H,M,S,120,25-44,M,WHITE,40.62980479,-74.16038472,POINT (-74.160384724 40.62980479200007)
4,PRE,2006,24-Jan-06,117,RECKLESS ENDANGERMENT 1,126,MISCELLANEOUS PENAL LAW,PL 120200H,F,S,123,18-24,M,WHITE,40.54331052,-74.16423208,POINT (-74.16423207799994 40.54331052300005)
5,PRE,2006,24-Jan-06,117,RECKLESS ENDANGERMENT 1,126,MISCELLANEOUS PENAL LAW,PL 120200H,F,S,123,18-24,M,WHITE,40.54331052,-74.16423208,POINT (-74.16423207799994 40.54331052300005)
6,PRE,2006,27-Jan-06,205,"TRESPASS 2, CRIMINAL",352,CRIMINAL TRESPASS,PL 140100H,M,S,120,25-44,M,WHITE HISPANIC,40.61549122,-74.08165623,POINT (-74.08165622999996 40.61549122300004)
7,PRE,2006,27-Jan-06,205,"TRESPASS 2, CRIMINAL",352,CRIMINAL TRESPASS,PL 140100H,M,S,120,25-44,F,WHITE HISPANIC,40.61549122,-74.08165623,POINT (-74.08165622999996 40.61549122300004)
8,PRE,2006,3-Feb-06,205,"TRESPASS 2, CRIMINAL",352,CRIMINAL TRESPASS,PL 140100H,M,S,120,25-44,M,WHITE HISPANIC,40.62855177,-74.07647007,POINT (-74.07647006499998 40.62855177000005)
9,PRE,2006,6-Feb-06,204,"TRESPASS 1,CRIMINAL",126,MISCELLANEOUS PENAL LAW,PL 140150H,F,S,120,25-44,F,WHITE,40.62179547,-74.08242401,POINT (-74.08242401199995 40.62179546700002)
10,PRE,2006,6-Feb-06,204,"TRESPASS 1,CRIMINAL",126,MISCELLANEOUS PENAL LAW,PL 140150H,F,S,120,25-44,F,WHITE,40.62179547,-74.08242401,POINT (-74.08242401199995 40.62179546700002)
11,PRE,2006,8-Feb-06,205,"TRESPASS 2, CRIMINAL",352,CRIMINAL TRESPASS,PL 14010AH,M,S,122,18-24,M,WHITE,40.58788288,-74.10944996,POINT (-74.10944996199999 40.58788288300008)
12,PRE,2006,20-Feb-06,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 24030BH,F,S,122,25-44,M,WHITE HISPANIC,40.57414013,-74.10600777,POINT (-74.10600776499997 40.57414012800007)
13,PRE,2006,3-Mar-06,205,"TRESPASS 2, CRIMINAL",352,CRIMINAL TRESPASS,PL 140100H,M,S,120,45-64,M,BLACK,40.62478874,-74.14263448,POINT (-74.14263448199995 40.624788740000035)
14,PRE,2006,12-Mar-06,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 24030AH,F,S,120,25-44,M,BLACK,40.64502275,-74.07721685,POINT (-74.077216847 40.645022746000045)
15,PRE,2006,14-Apr-06,205,"TRESPASS 2, CRIMINAL",352,CRIMINAL TRESPASS,PL 140100H,M,S,120,18-24,M,WHITE HISPANIC,40.63824058,-74.11615149,POINT (-74.11615148699997 40.63824057800008)
16,PRE,2006,18-Apr-06,205,"TRESPASS 2, CRIMINAL",352,CRIMINAL TRESPASS,PL 140100H,M,S,120,45-64,M,WHITE HISPANIC,40.62703879,-74.13870174,POINT (-74.13870174299996 40.627038794000036)
17,PRE,2006,20-Apr-06,205,"TRESPASS 2, CRIMINAL",352,CRIMINAL TRESPASS,PL 140100H,M,S,120,25-44,F,BLACK,40.64090351,-74.11566608,POINT (-74.11566607999998 40.64090351200008)
18,PRE,2006,25-Apr-06,205,"TRESPASS 2, CRIMINAL",352,CRIMINAL TRESPASS,PL 14010BH,M,S,120,45-64,M,BLACK,40.63193864,-74.16347023,POINT (-74.16347023099998 40.63193864000005)
19,PRE,2006,1-May-06,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 120150H,M,S,120,25-44,M,BLACK,40.63866559,-74.14329469,POINT (-74.14329469399996 40.63866559100006)
20,PRE,2006,9-May-06,244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 140200H,F,S,120,18-24,F,WHITE HISPANIC,40.64502275,-74.07721685,POINT (-74.077216847 40.645022746000045)
21,PRE,2006,9-May-06,244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 140200H,F,S,120,18-24,F,WHITE HISPANIC,40.64502275,-74.07721685,POINT (-74.077216847 40.645022746000045)
22,PRE,2006,17-May-06,112,MENACING 1ST DEGREE (VICT NOT PEACE OFFICER),126,MISCELLANEOUS PENAL LAW,PL 120141H,F,S,122,18-24,M,WHITE,40.57414013,-74.10600777,POINT (-74.10600776499997 40.57414012800007)
23,PRE,2006,19-May-06,205,"TRESPASS 2, CRIMINAL",352,CRIMINAL TRESPASS,PL 140100H,M,S,122,18-24,M,BLACK,40.59478615,-74.12547032,POINT (-74.12547031599996 40.594786154000076)
24,PRE,2006,30-May-06,112,MENACING 1ST DEGREE (VICT NOT PEACE OFFICER),126,MISCELLANEOUS PENAL LAW,PL 120143H,F,S,120,18-24,M,WHITE HISPANIC,40.63348677,-74.16342719,POINT (-74.163427185 40.633486765000036)
25,PRE,2006,7-Jun-06,205,"TRESPASS 2, CRIMINAL",352,CRIMINAL TRESPASS,PL 140100H,M,S,120,25-44,M,WHITE,40.62179547,-74.08242401,POINT (-74.08242401199995 40.62179546700002)
26,PRE,2006,7-Jun-06,205,"TRESPASS 2, CRIMINAL",352,CRIMINAL TRESPASS,PL 140100H,M,S,120,18-24,M,BLACK,40.64712835,-74.08818142,POINT (-74.08818142299998 40.647128347000034)
27,PRE,2006,15-Jun-06,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120001H,F,S,120,25-44,M,BLACK,40.61819576,-74.07633213,POINT (-74.076332129 40.61819576000005)
28,PRE,2006,20-Jun-06,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120001H,F,S,120,18-24,M,BLACK,40.63968673,-74.07744128,POINT (-74.07744127599993 40.63968673000006)
29,PRE,2006,5-Jul-06,269,"MISCHIEF,CRIMINAL,    UNCL 2ND DEG 3RD DEG",121,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 145050H,F,S,122,<18,M,WHITE,40.58089893,-74.0920036,POINT (-74.09200360199996 40.58089892800007)
30,PRE,2006,21-Jul-06,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 160101H,F,S,123,<18,M,WHITE HISPANIC,40.53192628,-74.19174573,POINT (-74.19174572999998 40.53192627800007)
31,PRE,2006,14-Aug-06,205,"TRESPASS 2, CRIMINAL",352,CRIMINAL TRESPASS,PL 14010AH,M,S,122,<18,M,WHITE,40.56177243,-74.1247281,POINT (-74.12472810099996 40.56177243100007)
32,PRE,2006,16-Aug-06,112,MENACING 1ST DEGREE (VICT NOT PEACE OFFICER),126,MISCELLANEOUS PENAL LAW,PL 120141H,F,S,122,25-44,M,WHITE,40.5736662,-74.09557528,POINT (-74.09557527499999 40.57366619500005)
33,PRE,2006,30-Aug-06,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120001H,F,S,120,25-44,F,BLACK,40.63348677,-74.16342719,POINT (-74.163427185 40.633486765000036)
34,PRE,2006,10-Oct-06,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120051H,F,S,120,18-24,M,BLACK,40.62466366,-74.08258966,POINT (-74.08258966199999 40.624663656000045)
35,PRE,2006,3-Nov-06,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 155250H,F,S,122,18-24,F,WHITE HISPANIC,40.58262179,-74.16225148,POINT (-74.16225147999995 40.582621790000076)
36,PRE,2006,4-Dec-06,205,"TRESPASS 2, CRIMINAL",352,CRIMINAL TRESPASS,PL 140100H,M,S,120,18-24,M,WHITE HISPANIC,40.63799285,-74.07795816,POINT (-74.07795815699996 40.63799284700008)
37,PRE,2006,11-Dec-06,269,"MISCHIEF,CRIMINAL,    UNCL 2ND DEG 3RD DEG",121,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 145050H,F,S,120,18-24,M,WHITE,40.62895853,-74.0797273,POINT (-74.07972729599999 40.62895853100008)
38,PRE,2007,1-Jan-07,269,"MISCHIEF,CRIMINAL,    UNCL 2ND DEG 3RD DEG",121,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 145001H,F,S,123,25-44,M,WHITE,40.5149781,-74.23673947,POINT (-74.23673946499997 40.51497810200004)
39,PRE,2007,11-Jan-07,269,"MISCHIEF,CRIMINAL,    UNCL 2ND DEG 3RD DEG",121,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 145001H,F,S,123,18-24,M,WHITE HISPANIC,40.51530418,-74.24485433,POINT (-74.24485432999997 40.51530418100003)
40,PRE,2007,27-Jan-07,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 24030AH,F,S,123,45-64,F,WHITE,40.50807538,-74.24563339,POINT (-74.24563338599995 40.508075381000026)
41,PRE,2007,20-Feb-07,205,"TRESPASS 2, CRIMINAL",352,CRIMINAL TRESPASS,PL 14010AH,M,S,122,<18,M,WHITE,40.57841174,-74.08162889,POINT (-74.08162889499994 40.57841174100003)
42,PRE,2007,20-Feb-07,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 160050H,F,S,120,18-24,M,BLACK,40.63457522,-74.11720076,POINT (-74.11720076299997 40.634575218000066)
43,PRE,2007,21-Feb-07,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 155250H,F,S,122,18-24,M,WHITE,40.57817568,-74.16952684,POINT (-74.16952683799997 40.57817567600006)
44,PRE,2007,21-Feb-07,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 155250H,F,S,122,<18,M,WHITE HISPANIC,40.57817568,-74.16952684,POINT (-74.16952683799997 40.57817567600006)
45,PRE,2007,21-Feb-07,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 155250H,F,S,122,<18,M,WHITE HISPANIC,40.58262179,-74.16225148,POINT (-74.16225147999995 40.582621790000076)
46,PRE,2007,22-Feb-07,205,"TRESPASS 2, CRIMINAL",352,CRIMINAL TRESPASS,PL 14010FH,M,S,120,18-24,M,BLACK,40.63441147,-74.1189623,POINT (-74.11896229899996 40.634411467000064)
47,PRE,2007,22-Feb-07,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 155250H,F,S,120,45-64,M,BLACK,40.63162888,-74.07616736,POINT (-74.07616735699997 40.63162888100004)
48,PRE,2007,23-Feb-07,117,RECKLESS ENDANGERMENT 1,126,MISCELLANEOUS PENAL LAW,PL 120200H,F,S,123,45-64,M,WHITE,40.56227457,-74.173485,POINT (-74.17348500399999 40.56227456700003)
49,PRE,2007,23-Feb-07,117,RECKLESS ENDANGERMENT 1,126,MISCELLANEOUS PENAL LAW,PL 120200H,F,S,123,45-64,M,WHITE,40.56227457,-74.173485,POINT (-74.17348500399999 40.56227456700003)
50,PRE,2007,14-Mar-07,205,"TRESPASS 2, CRIMINAL",352,CRIMINAL TRESPASS,PL 14010AH,M,S,122,<18,M,WHITE,40.56740182,-74.1171117,POINT (-74.11711170099994 40.567401820000036)
51,PRE,2007,31-Mar-07,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 155250H,F,S,120,25-44,M,WHITE,40.63087219,-74.1032049,POINT (-74.10320489899993 40.63087218600003)
52,PRE,2007,7-Apr-07,205,"TRESPASS 2, CRIMINAL",352,CRIMINAL TRESPASS,PL 14010BH,M,S,122,18-24,M,WHITE,40.59035034,-74.06662567,POINT (-74.06662566999995 40.59035033500004)
53,PRE,2007,11-Apr-07,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 155250H,F,S,120,18-24,M,WHITE HISPANIC,40.62442719,-74.13977703,POINT (-74.139777027 40.62442719300003)
54,PRE,2007,19-Apr-07,205,"TRESPASS 2, CRIMINAL",352,CRIMINAL TRESPASS,PL 14010BH,M,S,122,<18,F,WHITE HISPANIC,40.57287551,-74.0924389,POINT (-74.09243889999993 40.57287551300004)
55,PRE,2007,1-May-07,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 24030AH,F,S,123,18-24,M,WHITE,40.55524097,-74.17974278,POINT (-74.17974277899998 40.555240965000046)
56,PRE,2007,1-Jun-07,205,"TRESPASS 2, CRIMINAL",352,CRIMINAL TRESPASS,PL 14010AH,M,S,120,45-64,M,BLACK,40.62384889,-74.08197986,POINT (-74.08197985899994 40.62384888900005)
57,PRE,2007,18-Jun-07,269,"MISCHIEF,CRIMINAL,    UNCL 2ND DEG 3RD DEG",121,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 145003H,F,S,120,25-44,F,BLACK,40.638654,-74.08612364,POINT (-74.08612364199998 40.638654004000045)
58,PRE,2007,28-Jun-07,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 24030AH,F,S,120,<18,F,BLACK,40.64502275,-74.07721685,POINT (-74.077216847 40.645022746000045)
59,PRE,2007,28-Jun-07,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 24030AH,F,S,120,<18,F,BLACK,40.64502275,-74.07721685,POINT (-74.077216847 40.645022746000045)
60,PRE,2007,28-Jun-07,640,AGGRAVATED HARASSMENT 1,126,MISCELLANEOUS PENAL LAW,PL 240301H,F,S,120,<18,F,BLACK,40.64502275,-74.07721685,POINT (-74.077216847 40.645022746000045)
61,PRE,2007,11-Jul-07,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 24030AH,F,S,120,<18,F,BLACK,40.62559904,-74.08340137,POINT (-74.08340136699996 40.625599044000076)
62,PRE,2007,2-Aug-07,205,"TRESPASS 2, CRIMINAL",352,CRIMINAL TRESPASS,PL 14010BH,M,S,123,18-24,M,BLACK,40.5275951,-74.19165776,POINT (-74.19165776499993 40.52759509800006)
63,PRE,2007,9-Aug-07,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 155250H,F,S,122,25-44,M,WHITE HISPANIC,40.59224699,-74.16089582,POINT (-74.16089582199999 40.592246986000085)
64,PRE,2007,9-Aug-07,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 155307H,F,S,122,25-44,M,WHITE HISPANIC,40.59224699,-74.16089582,POINT (-74.16089582199999 40.592246986000085)
65,PRE,2007,9-Aug-07,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 155250H,F,S,122,18-24,M,WHITE HISPANIC,40.59224699,-74.16089582,POINT (-74.16089582199999 40.592246986000085)
66,PRE,2007,9-Aug-07,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 155302H,F,S,122,18-24,M,WHITE HISPANIC,40.59224699,-74.16089582,POINT (-74.16089582199999 40.592246986000085)
67,PRE,2007,15-Aug-07,205,"TRESPASS 2, CRIMINAL",352,CRIMINAL TRESPASS,PL 14010AH,M,S,120,45-64,M,WHITE,40.62919123,-74.07658608,POINT (-74.07658608199995 40.62919122900007)
68,PRE,2007,22-Aug-07,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 155308H,F,S,122,45-64,M,WHITE,40.61195121,-74.1594342,POINT (-74.15943420199994 40.61195121100008)
69,PRE,2007,12-Sep-07,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 24030AH,F,S,123,<18,F,BLACK,40.51158634,-74.24930373,POINT (-74.24930372699998 40.51158633800003)
70,PRE,2007,12-Sep-07,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 24030AH,F,S,123,<18,F,BLACK,40.51158634,-74.24930373,POINT (-74.24930372699998 40.51158633800003)
71,PRE,2007,25-Sep-07,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120001H,F,S,122,<18,M,WHITE,40.57414013,-74.10600777,POINT (-74.10600776499997 40.57414012800007)
72,PRE,2007,25-Sep-07,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120001H,F,S,122,<18,M,WHITE,40.57414013,-74.10600777,POINT (-74.10600776499997 40.57414012800007)
73,PRE,2007,25-Sep-07,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120001H,F,S,122,<18,M,WHITE,40.57414013,-74.10600777,POINT (-74.10600776499997 40.57414012800007)
74,PRE,2007,25-Sep-07,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 155250H,F,S,120,45-64,F,WHITE HISPANIC,40.61372403,-74.08482005,POINT (-74.08482004499997 40.613724029000025)
75,PRE,2007,27-Sep-07,379,"ROBBERY,GAS STATION",105,ROBBERY,PL 160152H,F,S,120,<18,M,BLACK,40.64472622,-74.08132806,POINT (-74.08132805899999 40.644726221000035)
76,PRE,2007,18-Oct-07,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120051H,F,S,122,18-24,M,WHITE,40.57414013,-74.10600777,POINT (-74.10600776499997 40.57414012800007)
77,PRE,2007,18-Oct-07,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120051H,F,S,122,18-24,M,WHITE,40.57414013,-74.10600777,POINT (-74.10600776499997 40.57414012800007)
78,PRE,2007,4-Nov-07,269,"MISCHIEF,CRIMINAL,    UNCL 2ND DEG 3RD DEG",121,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 145050H,F,S,122,25-44,M,WHITE,40.61017143,-74.16981698,POINT (-74.16981698299998 40.61017143400005)
79,PRE,2007,6-Nov-07,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 24030AH,F,S,120,<18,M,WHITE,40.64502275,-74.07721685,POINT (-74.077216847 40.645022746000045)
80,PRE,2007,21-Nov-07,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 155250H,F,S,120,18-24,F,BLACK,40.62617966,-74.1340888,POINT (-74.13408879799994 40.62617965800007)
81,PRE,2007,6-Dec-07,205,"TRESPASS 2, CRIMINAL",352,CRIMINAL TRESPASS,PL 14010DH,M,S,122,<18,M,BLACK,40.56961194,-74.10815663,POINT (-74.10815662899995 40.56961193700005)
82,PRE,2007,7-Dec-07,204,"TRESPASS 1,CRIMINAL",126,MISCELLANEOUS PENAL LAW,PL 140150H,F,S,120,18-24,M,BLACK,40.63637,-74.11750657,POINT (-74.11750657 40.636369999000074)
83,PRE,2007,7-Dec-07,204,"TRESPASS 1,CRIMINAL",126,MISCELLANEOUS PENAL LAW,PL 140150H,F,S,120,18-24,M,BLACK,40.63637,-74.11750657,POINT (-74.11750657 40.636369999000074)
84,PRE,2008,4-Feb-08,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120001H,F,S,120,18-24,F,BLACK,40.63279801,-74.16521971,POINT (-74.16521970799994 40.63279800500004)
85,PRE,2008,22-Jul-08,244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 140200H,F,S,120,<18,M,WHITE HISPANIC,40.64502275,-74.07721685,POINT (-74.077216847 40.645022746000045)
86,PRE,2008,23-Jul-08,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120053H,F,S,120,<18,M,WHITE HISPANIC,40.6173192,-74.08174131,POINT (-74.08174131099996 40.61731919600005)
